Household_Id	Acres [EUPATH_0000026]	Acres categorization [EUPATH_0020221]	Air bricks [EUPATH_0000018]	Air bricks count [EUPATH_0042035]	Air bricks covered [EUPATH_0042023]	Air bricks open to outside [EUPATH_0042024]	Animal-drawn cart [EUPATH_0000166]	Asked permission for IRS in last 12 months [EUPATH_0020224]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bed type [EUPATH_0042025]	Bednet count [EUPATH_0020225]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Community health worker has malaria medication [EUPATH_0020229]	Community health worker present [EUPATH_0020230]	Community leader [EUPATH_0042015]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Don't know [EUPATH_0042017]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Eaves covered [EUPATH_0042021]	Eaves open to outside [EUPATH_0042022]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Floor material type [EUPATH_0042036]	Food problems per week [EUPATH_0000029]	Health facility distance (km) [EUPATH_0020213]	Health worker or community medicine distributor [EUPATH_0042013]	Household ITNs [EUPATH_0044136]	Household bednets [EUPATH_0020232]	Household data collection date [EUPATH_0021085]	Household visit status [EUPATH_0025075]	Household wealth index, categorical [EUPATH_0000143]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Latrine type [EUPATH_0025085]	Lighting source [OBI_0400065]	Market distance (km) [EUPATH_0020215]	Meals per day [EUPATH_0000027]	Meals per day categorization [EUPATH_0020237]	Meat meals per week [EUPATH_0000028]	Meat meals per week categorization [EUPATH_0020238]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Neighbour, relative, or friend [EUPATH_0042014]	Newspaper or leaflet [EUPATH_0042012]	Other [EUPATH_0042018]	Persons <5 years sleeping in same bed count [EUPATH_0042030]	Persons <5 years sleeping in same room count [EUPATH_0042027]	Persons sleeping in same bed count [EUPATH_0042029]	Persons sleeping in same room count [EUPATH_0042026]	Radio [ENVO_01000577]	Radio [EUPATH_0042010]	Received IRS message in last 12 months [EUPATH_0042008]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Roof material type [EUPATH_0025047]	Room entryways count [EUPATH_0042019]	Room windows count [EUPATH_0042020]	Sleeping places count [EUPATH_0000201]	Sleeping places in same room count [EUPATH_0042028]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	TV [EUPATH_0042011]	Table [ENVO_01000584]	Television [ENVO_01000579]	Transit to health facility [EUPATH_0020217]	Village public adress system [EUPATH_0042016]	Wall material [EUPATH_0000009]	Wall material type [EUPATH_0025167]	Watch [EUPATH_0000186]
h_30457	2	<= 2	No				No	No	No	No	On a mattress/mat on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Earth and dung	Earth	Seldom	3		No	No bednet	2017-03-31	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	0	0	No	No				0	1	1	2	No		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	1	No		No	No	Walking		Mud and poles	Thatched or mud	No
h_30052	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	Yes	Yes	No		Don't know		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Seldom	1		No	No bednet	2016-10-11	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	1	2	2 or less	1	1	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	2	2	2	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30823																								Uganda														No	No bednet	2017-07-27	No household member at home or no competent respondent at home at time of visit																																							
h_30201	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	7		No	No bednet	2016-10-30	Completed	Middle	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	1	1	Yes	No				1	1	1	2	Yes		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30731	0	None	No				No	No	No	Yes	On a mattress/mat on the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Sometimes	3		No	No bednet	2017-06-17	Completed	Middle	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	1	2	2 or less	0	0	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	0	7	1	4	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30234	1	<= 2	No				Yes	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected spring	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Often	3		No	No bednet	2016-12-03	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	1	2 or less	0	0	No	No				3	3	0	5	No		No	No	Thatched	Thatched	1	1	2	2	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30828	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	4	No	No	No	No	No	No	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	98		No	Bednet - treatment unknown	2017-07-21	Completed	Poorest	No facility/bush/field	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	0	0	Yes	No				0	0	0	1	No		No	No	Thatched	Thatched	1	1	3	2	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30714	4	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground		Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Public tap	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1		No	No bednet	2017-06-04	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Solar	5	3	3 or more	1	1	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30404	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	Yes	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	3		No	Bednet - treatment unknown	2017-03-31	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	1	3	3 or more	0	0	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	2	2	1	1	2	No		Yes	Yes	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30758	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Pond/lake	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-07-27	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	2	2 or less	0	0	Yes	No				1	1	2	2	No		No	No	Thatched	Thatched	1	2	5	1	2	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30113	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	98		No	No bednet	2016-12-14	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	1	3	3 or more	1	1	Yes	No				1	1	1	1	No		No	No	Thatched	Thatched	1	1	2	2	1	Yes		Yes	No	Public transport (bus, taxi)		Mud and poles	Thatched or mud	No
h_30220	2	<= 2	No				No	No	No	Yes	On a mattress/mat on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	Untreated bednet	2016-11-20	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	3	2	2 or less	0	0	Yes	No				1	1	1	1	No		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30694	1	<= 2	Yes	1	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Seldom	0		No	Untreated bednet	2017-05-24	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	4	2 or more	Yes	No				0	0	1	1	No		No	No	Iron sheets	Iron sheets/wood	2	0	1	1	1	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30816	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-08-16	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	2	2 or less	2	2 or more	Yes	No				1	1	2	2	Yes		No	No	Thatched	Thatched	1	1	2	1	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30706	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	4		No	No bednet	2017-06-02	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Firewood	0	2	2 or less	0	0	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30439	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Always	95		No	Untreated bednet	2017-04-15	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	2	2	2 or less	0	0	Yes	No				2	5	1	3	Yes		No	No	Thatched	Thatched	1	1	2	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30302	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	Yes	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Sometimes	6		No	No bednet	2016-11-17	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	0	3	3 or more	0	0	Yes	No				1	1	0	2	Yes		No	No	Thatched	Thatched	1	1	7	1	3	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30105	0	None	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Charcoal	Uganda	Yes		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	1		No	Untreated bednet	2016-10-27	Completed	Least poor	Vip latrine	No	VIP or covered pit latrine	Paraffin - wick lamp	1	3	3 or more	1	1	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	2	1	1	1	No		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30719																								Uganda														No	Bednet - treatment unknown	2017-07-05	Entire household absent for extended period of time																																							
h_30646	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	Yes		No		Firewood	Uganda	Yes		Borehole	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1		No	No bednet	2017-05-18	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	0	0	Yes	No				2	2	1	3	Yes		No	No	Thatched	Thatched	1	2	2	2	1	No		Yes	Yes	Car/motorcycle		Mud and plaster (no poles)	Plaster or cement	Yes
h_30683																								Uganda														No	Untreated bednet	2017-05-26	Mother moved																																							
h_30514	4	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	Untreated bednet	2017-03-02	Completed	Middle	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	1	1	Yes	No				1	1	2	2	Yes		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	Yes
h_30614	0	None	No				No	No	No	No	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Sometimes	0		No	No bednet	2017-05-22	Completed	Middle	Covered pit latrine w/slab	No	VIP or covered pit latrine	Candles	0	1	2 or less	0	0	Yes	No				0	0	0	3	No		No	No	Iron sheets	Iron sheets/wood	1	1	3	2	2	No		Yes	No	Walking		Mud and plaster (no poles)	Plaster or cement	No
h_30545		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground		Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-04-10	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				1	1	2	4	No		No	No	Thatched	Thatched	1	1	2	2	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30164	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	3	No	No	No	No	No	Yes	No		No	No	Charcoal	Uganda	No	No	Borehole	Modern	Eaves not present	Completely covered	No	No	Cement/concrete	Concrete/wood/stones	Never	2	No	No	No bednet	2016-12-14	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	0	0	Yes	No	No	No	No	0	0	0	0	Yes	Yes	Yes	No	Iron sheets	Iron sheets/wood	1	1	4	1	3	Yes	No	Yes	No	Walking	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30376	0	None	No				No	No	No	No	On a mattress/mat on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Always	3		No	No bednet	2017-01-30	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	2	2 or less	0	0	No	No				1	1	2	2	No		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30190	2	<= 2	No				No	No	No	Yes	On a mattress/mat on the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	98		No	No bednet	2016-10-29	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		2	2 or less	2	2 or more	Yes	No				0	2	1	5	No		No	No	Thatched	Thatched	2	2	4	2	3	No		No	No	Walking		Mud and poles	Thatched or mud	No
h_30467	2	<= 2	Yes	1	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground		Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Never	1		No	Untreated bednet	2017-01-02	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				0	0	0	2	Yes		No	No	Iron sheets	Iron sheets/wood	2	4	12	1	5	Yes		Yes	No	Walking		Un-burnt bricks with plaster/cement	Plaster or cement	No
h_30779																								Uganda														No	No bednet	2017-07-05	No household member at home or no competent respondent at home at time of visit																																							
h_30682	20	3 or more	No				No	No	Yes	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	No	No	Earth and dung	Earth	Never	4		No	Untreated bednet	2017-05-30	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	3	4	3 or more	2	2 or more	Yes	No				0	1	1	2	Yes		No	No	Iron sheets	Iron sheets/wood	1	0	2	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30081	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Pond/lake	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	1		No	Bednet - treatment unknown	2016-10-10	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	3	2 or more	Yes	No				1	1	1	2	No		No	No	Thatched	Thatched	1	2	3	2	3	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30805	6	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		Yes	ITN	2017-07-16	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	3	3 or more	1	1	Yes	No				1	1	1	3	Yes		No	No	Thatched	Thatched	1	1	5	3	3	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30797	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	No	No		No		Firewood	Uganda	No		Protected spring	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-04-20	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	0	0	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	0	3	1	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30087	1	<= 2	No				No	No	No	No	On a mattress/mat on the ground	1	No	No	No	No	No	No	No		No		Firewood	Uganda	No		Protected spring	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	98		No	No bednet	2016-11-02	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp		2	2 or less	1	1	No	No				0	0	0	1	No		No	No	Thatched	Thatched	1	1	2	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30145	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Modern	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Never	3		Yes	ITN	2016-11-07	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	3	3	3 or more	2	2 or more	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	2	2	1	1	Yes		Yes	No	Public transport (bus, taxi)		Mud and poles	Thatched or mud	No
h_30086	1	<= 2	Yes	2	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Seldom	3		No	No bednet	2016-12-07	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	1	1	No	No				1	1	1	1	No		No	No	Iron sheets	Iron sheets/wood	2	2	2	1	2	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30627	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	4		No	No bednet	2017-02-18	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	4	3	3 or more	1	1	No	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30833																								Uganda														No	No bednet	2017-08-12	Refused																																							
h_30362	0	None	No				No	No	No	No	On a mattress/mat on the ground		No	No	No	No	No	Yes	Yes		No		Charcoal	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	1		No	No bednet	2017-02-05	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	1	2	2 or less	0	0	Yes	No				0	0	1	1	No		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	3	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30578	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	5		No	No bednet	2017-04-02	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	3	3 or more	0	0	Yes	No				1	1	1	1	No		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30282	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	Untreated bednet	2016-12-30	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	1	1	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	0	1	1	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30076	0	None	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	Yes		No		Firewood	Uganda	Yes		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	2		No	No bednet	2016-10-28	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	3	3 or more	1	1	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	2	1	3	Yes		Yes	Yes	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	Yes
h_30790		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-08-04	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	2	2 or less	2	2 or more	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30769	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Open well in yard/compound	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Sometimes	3		No	No bednet	2017-04-30	Completed	Least poor	Vip latrine	No	VIP or covered pit latrine	Solar	1	3	3 or more	2	2 or more	Yes	No				1	1	1	3	Yes		No	No	Thatched	Thatched	1	5	10	2	6	Yes		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30251	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	7	No	No	No bednet	2017-02-20	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	7	2	2 or less	2	2 or more	Yes	No	No	No	No	0	0	1	1	Yes	Yes	Yes	No	Thatched	Thatched	1	1	2	1	2	No	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30180	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	6		Yes	ITN	2016-11-10	Completed	Poorest	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	1	2	2 or less	1	1	Yes	No				2	2	2	3	No		No	No	Iron sheets	Iron sheets/wood	1	1	4	2	3	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30039	2	<= 2	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Protected spring	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Never	2		No	Bednet - treatment unknown	2016-11-09	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	2	2 or more	Yes	No				0	0	1	1	No		No	No	Iron sheets	Iron sheets/wood	1	1	2	1	2	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30562	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Open public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	5		No	No bednet	2017-04-10	Completed	Poorest	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		2	2 or less	0	0	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30427	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-04-20	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	1	2	2 or less	0	0	Yes	No				1	1	1	3	Yes		No	No	Thatched	Thatched	1	1	2	2	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30635	4	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	4	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	1		No	No bednet	2017-05-29	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	1	1	Yes	No				0	0	0	0	No		No	No	Thatched	Thatched	1	1	6	0	3	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
